questionKey,examId,examKind,examTitle,examShortLabel,category,series,questionNumber,sectionTitle,sectionMaterialText,promptRaw,promptDisplay,answerText,answerType,choiceOptionsText,uiMode,questionFormat,hasBlank,hasUnderline,promptMissing,requiresImageReference,imageReferences,questionImage,surfaceMode,sourceFormat,sourceFile,answerKeyFile,parseStatus,parseIssues
reading-the-clip-5a-reading-mid-term-test-doc::Q4,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,4,Write the sentence in English.,,"그러나 머지 않아, 그들은 그를 돌보기가 싫증이 나 버렸어요.","그러나 머지 않아, 그들은 그를 돌보기가 싫증이 나 버렸어요.","But soon, they became tired of looking after him.",short_text,,,서답형/Write the sentence in English.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q5,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,5,Choose the correct meaning of each word.,,keep on,keep on,계속하다,multiple_choice_word,멈추다 | 들려주다 | 계속하다,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q6,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,6,Choose the correct meaning of each word.,,show,show,공연,multiple_choice_word,공연 | 영화 | 극장,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q7,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,7,Read the paragraph and answer the questions.,,"According to the paragraph, which of the following is NOT true?","According to the paragraph, which of the following is NOT true?",The old man has three children and a wife.,multiple_choice_word,The old man has three children and a wife. | The family lived in the forest. | The old man died. | The children have a baby brother.,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q8,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,8,Complete the sentence in English.,,내 친구들은 쓰기 공부를 해보라고 저를 격려해 주었고 응원해 주었어요. → My friends _________ and supported me.,내 친구들은 쓰기 공부를 해보라고 저를 격려해 주었고 응원해 주었어요. → My friends _________ and supported me.,encouraged me to study writing,short_text,,,서답형/빈칸/Complete the sentence in English.,True,True,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q9,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,9,Write the sentence in English.,,연습이 여러분의 글을 완벽하게 만든다는 사실을 절대 잊지 마세요.,연습이 여러분의 글을 완벽하게 만든다는 사실을 절대 잊지 마세요.,Never forget that practice makes your writing perfect.,short_text,,,서답형/Write the sentence in English.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q10,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,10,Read the paragraph and answer the questions.,,The primary purpose of these passages is to show that ____________________.,The primary purpose of these passages is to show that ____________________.,you should keep practicing to get better at something,multiple_choice_word,it is easy to keep the rules of writing | you should keep practicing to get better at something | it is important to say the main idea in all parts of an essay | you should take a lot of time when writing an essay,,선택형/빈칸/Read the paragraph and answer the questions.,True,True,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q11,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,11,Write the correct English word or phrase for each meaning.,,남자 배우,남자 배우,actor,short_text,,,서답형/Write the correct English word or phrase for each meaning.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q12,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,12,Read the paragraph and answer the questions.,,"According to the paragraph, what is true about background music?","According to the paragraph, what is true about background music?",It needs to match the mood of the story.,multiple_choice_word,It is played only in the beginning of a movie. | It needs to match the mood of the story. | It can be only instrumental. | The director of a movie composes the background music.,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q13,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,13,Choose the correct meaning of each word.,,argue,argue,반박하다,multiple_choice_word,무시하다 | 반박하다 | 상처를 입히다,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q14,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,14,Read the passage and answer the questions.,,Which summarizes how the author of this paragraph feels about the Internet?,Which summarizes how the author of this paragraph feels about the Internet?,The Internet has changed the world by making life easier for people.,multiple_choice_word,The Internet has changed the world by making life easier for people. | The Internet should be only available for those living in the city. | The Internet should be used for academic purposes only. | The Internet is the worst invention ever created.,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q15,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,15,Read the passage and answer the questions.,,Who were the main characters of writer's stories?,Who were the main characters of writer's stories?,Writer's friends,multiple_choice_word,Writer's teachers | Writer's parents | Writer's friends | Writer's sisters,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q16,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,16,Read the passage and answer the questions.,,What was the writer like?,What was the writer like?,He was very friendly.,multiple_choice_word,He loved being alone. | He was very friendly. | He had no close friends. | He was a comedian.,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q17,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,17,Read the passage and answer the questions.,,Choose the most appropriate word to fill in the blank.,Choose the most appropriate word to fill in the blank.,attention,multiple_choice_word,boredom | attention | discussion | talent,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q18,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,18,Read the passage and answer the questions.,,Which of the following is NOT listed as an example of Internet usage?,Which of the following is NOT listed as an example of Internet usage?,The grandson can buy clothes for his grandmother.,multiple_choice_word,Travelers can check the weather. | An old lady can read e-mails from her grandson in New York. | A farmer can check the price of soybeans in Chicago. | The grandson can buy clothes for his grandmother.,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q19,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,19,Read the passage and answer the questions.,,"Based on this paragraph, what will the author talk about next?","Based on this paragraph, what will the author talk about next?",Detailed steps in the movie-making process,multiple_choice_word,How hard movie making is | Examples of different movie genres | Detailed steps in the movie-making process | How to find the best seat in a theater,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q20,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,20,Choose the correct meaning of each word.,,background,background,배경,multiple_choice_word,배경 | 안쪽 | 마당,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q21,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,21,Choose the correct meaning of each word.,,special effect,special effect,특수 효과,multiple_choice_word,특이사항 | 특별 제작 | 특수 효과,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q22,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,22,Read the paragraph and answer the questions.,,Which is most likely to be discussed next?,Which is most likely to be discussed next?,How to write a good essay,multiple_choice_word,How different the way students write essays | Famous essays throughout history | Why essays are difficult and annoying | How to write a good essay,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q23,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,23,Read the paragraph and answer the questions.,,"According to the paragraph, why is studying history difficult?","According to the paragraph, why is studying history difficult?",People have to study history with only a little information.,multiple_choice_word,There is not enough natural evidence. | Only a few people can go back to the past. | There is no written evidence from the past. | People have to study history with only a little information.,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q24,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,24,Read the paragraph and answer the questions.,,"According to the second paragraph, which is true?","According to the second paragraph, which is true?",Natural evidence is more exact than written evidence.,multiple_choice_word,Written evidence is easy to understand. | Natural evidence is more exact than written evidence. | Written evidence is easy to find. | Natural evidence is easy to find.,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5a-reading-mid-term-test-doc::Q25,reading-the-clip-5a-reading-mid-term-test-doc,other,The Clip 5A Reading Mid term Test,Reading / The Clip 5A Reading M...,Reading,Reading,25,Read the paragraph and answer the questions.,,What can be inferred about the writer from this paragraph?,What can be inferred about the writer from this paragraph?,He was good at writing in his school years.,multiple_choice_word,Writing was one of his weaknesses. | He was good at writing in his school years. | His teacher will sponsor the narrator to become a professional writer. | The narrator wanted to become a comedian.,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5A Reading Mid-term Test.doc,Reading/The Clip 5A Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q1,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,1,Read the passage and answer the questions.,,What can be concluded about chicken soup based on this passage?,What can be concluded about chicken soup based on this passage?,④,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q2,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,2,Read the passage and answer the questions.,,Q: What can chicken soup do for sick people? A: It can __________ some symptoms of a cold.,Q: What can chicken soup do for sick people? A: It can __________ some symptoms of a cold.,reduce,short_text,,,서답형/빈칸/Read the passage and answer the questions.,True,True,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q3,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,3,Read the passage and answer the questions.,,"Q: What are some common ingredients in chicken soup? Chicken soup has a clear broth, vegetables, and sometimes __________ or __________.","Q: What are some common ingredients in chicken soup? Chicken soup has a clear broth, vegetables, and sometimes __________ or __________.","noodles, dumplings",short_text,,,서답형/빈칸/Read the passage and answer the questions.,True,True,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q4,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,4,Read the passage and answer the questions.,,"According to the third paragraph, what kind of medicine is similar to chicken soup? Fever reducer / Pain-killer / Cough medicine / Anti-itch lotion","According to the third paragraph, what kind of medicine is similar to chicken soup? Fever reducer / Pain-killer / Cough medicine / Anti-itch lotion",③,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q5,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,5,Read the passage and answer the questions.,,치료하다,치료하다,cure,short_text,,,서답형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q6,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,6,Read the paragraph and answer the questions.,,"According to the paragraph, where do people walk their pets? At school / In the garden / In the park / In a car","According to the paragraph, where do people walk their pets? At school / In the garden / In the park / In a car",③,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q7,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,7,Read the paragraph and answer the questions.,,또 그녀는 언니가 식사 후에 약을 복용하도록 항상 상기시켜 주었어요.,또 그녀는 언니가 식사 후에 약을 복용하도록 항상 상기시켜 주었어요.,"Also, she always reminded her sister to take her pills after meals.",short_text,,,서답형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q8,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,8,Read the paragraph and answer the questions.,,What is the main idea of this paragraph? The best kind of meat and fish / The foods that Rachel has never tried / How to eat your favorite foods / Foods that Rachel likes and dislikes,What is the main idea of this paragraph? The best kind of meat and fish / The foods that Rachel has never tried / How to eat your favorite foods / Foods that Rachel likes and dislikes,④,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q9,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,9,Choose the correct meaning of each word.,,무력한,무력한,helpless,short_text,,,서답형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q10,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,10,Choose the correct meaning of each word.,,broth 소스 / 수프 / 고기,broth 소스 / 수프 / 고기,②,multiple_choice_numeric,① | ② | ③,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q11,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,11,Choose the correct meaning of each word.,,generation 유전 / 평가 / 세대,generation 유전 / 평가 / 세대,③,multiple_choice_numeric,① | ② | ③,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q12,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,12,Read the paragraph and answer the questions.,,What happened to Ruby in the middle of the night? She got sick and was taken to the hospital. / She saw the snowman come to life. / She fought with Rachel about the snowman. / She made a snowman again by herself.,What happened to Ruby in the middle of the night? She got sick and was taken to the hospital. / She saw the snowman come to life. / She fought with Rachel about the snowman. / She made a snowman again by herself.,①,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q13,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,13,Write the correct English word or phrase for each meaning.,,토의하다,토의하다,discuss,short_text,,,서답형/Write the correct English word or phrase for each meaning.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q14,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,14,Write the correct English word or phrase for each meaning.,,향상시키다,향상시키다,improve,short_text,,,서답형/Write the correct English word or phrase for each meaning.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q15,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,15,Write the correct English word or phrase for each meaning.,,거리,거리,street,short_text,,,서답형/Write the correct English word or phrase for each meaning.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q16,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,16,Write the correct English word or phrase for each meaning.,,위험한,위험한,dangerous,short_text,,,서답형/Write the correct English word or phrase for each meaning.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q17,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,17,Read the paragraph and answer the questions.,,What is the paragraph mainly about? Eating soup / Cures for colds / Getting the flu / Chicken soup,What is the paragraph mainly about? Eating soup / Cures for colds / Getting the flu / Chicken soup,④,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q18,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,18,Read the passage and answer the questions.,,What is the passage mainly about? Elephant horns / Rhinoceros farms / Rhinoceros horns / African animals,What is the passage mainly about? Elephant horns / Rhinoceros farms / Rhinoceros horns / African animals,③,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q19,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,19,Read the passage and answer the questions.,,"According to paragraph 1, what is happening to rhinoceroses in Africa and Asia? They are changing colors. / They are living on farms. / They are moving to zoos. / They are dying out.","According to paragraph 1, what is happening to rhinoceroses in Africa and Asia? They are changing colors. / They are living on farms. / They are moving to zoos. / They are dying out.",④,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q20,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,20,Read the passage and answer the questions.,,Which of the following is NOT grammatically correct? (a) / (b) / (c) / (d),Which of the following is NOT grammatically correct? (a) / (b) / (c) / (d),②,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the passage and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q21,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,21,Write the correct English word or phrase for each meaning.,,최근에,최근에,these days,short_text,,,서답형/Write the correct English word or phrase for each meaning.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q22,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,22,Read the paragraph and answer the questions.,,"Who does the word, [them] in the second sentence refer to? Pets / People / Children / Firefighters","Who does the word, [them] in the second sentence refer to? Pets / People / Children / Firefighters",②,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q23,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,23,Read the paragraph and answer the questions.,,Which of the following is NOT an ingredient in chicken soup? Chicken / Celery / Spinach / Onions,Which of the following is NOT an ingredient in chicken soup? Chicken / Celery / Spinach / Onions,③,multiple_choice_numeric,① | ② | ③ | ④,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q24,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,24,Choose the correct meaning of each word.,,develop 준비하다 / 발전하다 / 악화시키다,develop 준비하다 / 발전하다 / 악화시키다,②,multiple_choice_numeric,① | ② | ③,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-5b-reading-mid-term-test-doc::Q25,reading-the-clip-5b-reading-mid-term-test-doc,other,The Clip 5B Reading Mid-term Test,Reading / The Clip 5B Reading M...,Reading,Reading,25,Choose the correct meaning of each word.,,main 가운데의 / 가운데의 / 주된,main 가운데의 / 가운데의 / 주된,③,multiple_choice_numeric,① | ② | ③,,선택형/Choose the correct meaning of each word.,False,False,False,False,,,text_only,doc,Reading/The Clip 5B Reading Mid-term Test.doc,Reading/The Clip 5B Reading Mid-term Test 답지.doc,good,
reading-the-clip-6a-midterm-doc::Q1,reading-the-clip-6a-midterm-doc,midterm,The Clip 6A MIDTERM,Reading / The Clip 6A MIDTERM,Reading,Reading,1,Read the paragraph and answer the questions.,,"Based on the birthday paragraph, what will the author talk about next?","Based on the birthday paragraph, what will the author talk about next?",Different birthday traditions,multiple_choice_word,How to celebrate birthdays | Different birthday traditions | Best presents for birthday parties | Different versions of the birthday song,,선택형/Read the paragraph and answer the questions.,False,False,False,False,,,text_only,doc,Reading/The Clip 6A MIDTERM .doc,Reading/The Clip 6A MIDTERM 답지 .doc,good,
